year,quarter,city,locality,metric,value,unit,source_url
2005,Q1,Chennai,Velachery,AvgPricePerSqft,1800,INR/sqft,https://abc.com
2005,Q1,Chennai,Velachery,TotalTransactions,90,transactions,https://abc.com
2005,Q2,Chennai,Velachery,AvgPricePerSqft,1916,INR/sqft,https://abc.com
2005,Q2,Chennai,Velachery,TotalTransactions,98,transactions,https://abc.com
2005,Q3,Chennai,Velachery,AvgPricePerSqft,2033,INR/sqft,https://abc.com
2005,Q3,Chennai,Velachery,TotalTransactions,105,transactions,https://abc.com
2005,Q4,Chennai,Velachery,AvgPricePerSqft,2149,INR/sqft,https://abc.com
2005,Q4,Chennai,Velachery,TotalTransactions,113,transactions,https://abc.com
2006,Q1,Chennai,Velachery,AvgPricePerSqft,2266,INR/sqft,https://abc.com
2006,Q1,Chennai,Velachery,TotalTransactions,121,transactions,https://abc.com
2006,Q2,Chennai,Velachery,AvgPricePerSqft,2382,INR/sqft,https://abc.com
2006,Q2,Chennai,Velachery,TotalTransactions,129,transactions,https://abc.com
2006,Q3,Chennai,Velachery,AvgPricePerSqft,2499,INR/sqft,https://abc.com
2006,Q3,Chennai,Velachery,TotalTransactions,136,transactions,https://abc.com
2006,Q4,Chennai,Velachery,AvgPricePerSqft,2615,INR/sqft,https://abc.com
2006,Q4,Chennai,Velachery,TotalTransactions,144,transactions,https://abc.com
2007,Q1,Chennai,Velachery,AvgPricePerSqft,2732,INR/sqft,https://abc.com
2007,Q1,Chennai,Velachery,TotalTransactions,152,transactions,https://abc.com
2007,Q2,Chennai,Velachery,AvgPricePerSqft,2848,INR/sqft,https://abc.com
2007,Q2,Chennai,Velachery,TotalTransactions,159,transactions,https://abc.com
2007,Q3,Chennai,Velachery,AvgPricePerSqft,2965,INR/sqft,https://abc.com
2007,Q3,Chennai,Velachery,TotalTransactions,167,transactions,https://abc.com
2007,Q4,Chennai,Velachery,AvgPricePerSqft,3081,INR/sqft,https://abc.com
2007,Q4,Chennai,Velachery,TotalTransactions,175,transactions,https://abc.com
2008,Q1,Chennai,Velachery,AvgPricePerSqft,3197,INR/sqft,https://abc.com
2008,Q1,Chennai,Velachery,TotalTransactions,183,transactions,https://abc.com
2008,Q2,Chennai,Velachery,AvgPricePerSqft,3314,INR/sqft,https://abc.com
2008,Q2,Chennai,Velachery,TotalTransactions,190,transactions,https://abc.com
2008,Q3,Chennai,Velachery,AvgPricePerSqft,3430,INR/sqft,https://abc.com
2008,Q3,Chennai,Velachery,TotalTransactions,198,transactions,https://abc.com
2008,Q4,Chennai,Velachery,AvgPricePerSqft,3547,INR/sqft,https://abc.com
2008,Q4,Chennai,Velachery,TotalTransactions,206,transactions,https://abc.com
2009,Q1,Chennai,Velachery,AvgPricePerSqft,3663,INR/sqft,https://abc.com
2009,Q1,Chennai,Velachery,TotalTransactions,214,transactions,https://abc.com
2009,Q2,Chennai,Velachery,AvgPricePerSqft,3780,INR/sqft,https://abc.com
2009,Q2,Chennai,Velachery,TotalTransactions,221,transactions,https://abc.com
2009,Q3,Chennai,Velachery,AvgPricePerSqft,3896,INR/sqft,https://abc.com
2009,Q3,Chennai,Velachery,TotalTransactions,229,transactions,https://abc.com
2009,Q4,Chennai,Velachery,AvgPricePerSqft,4013,INR/sqft,https://abc.com
2009,Q4,Chennai,Velachery,TotalTransactions,237,transactions,https://abc.com
2010,Q1,Chennai,Velachery,AvgPricePerSqft,4129,INR/sqft,https://abc.com
2010,Q1,Chennai,Velachery,TotalTransactions,244,transactions,https://abc.com
2010,Q2,Chennai,Velachery,AvgPricePerSqft,4246,INR/sqft,https://abc.com
2010,Q2,Chennai,Velachery,TotalTransactions,252,transactions,https://abc.com
2010,Q3,Chennai,Velachery,AvgPricePerSqft,4362,INR/sqft,https://abc.com
2010,Q3,Chennai,Velachery,TotalTransactions,260,transactions,https://abc.com
2010,Q4,Chennai,Velachery,AvgPricePerSqft,4478,INR/sqft,https://abc.com
2010,Q4,Chennai,Velachery,TotalTransactions,268,transactions,https://abc.com
2011,Q1,Chennai,Velachery,AvgPricePerSqft,4595,INR/sqft,https://abc.com
2011,Q1,Chennai,Velachery,TotalTransactions,275,transactions,https://abc.com
2011,Q2,Chennai,Velachery,AvgPricePerSqft,4711,INR/sqft,https://abc.com
2011,Q2,Chennai,Velachery,TotalTransactions,283,transactions,https://abc.com
2011,Q3,Chennai,Velachery,AvgPricePerSqft,4828,INR/sqft,https://abc.com
2011,Q3,Chennai,Velachery,TotalTransactions,291,transactions,https://abc.com
2011,Q4,Chennai,Velachery,AvgPricePerSqft,4944,INR/sqft,https://abc.com
2011,Q4,Chennai,Velachery,TotalTransactions,298,transactions,https://abc.com
2012,Q1,Chennai,Velachery,AvgPricePerSqft,5061,INR/sqft,https://abc.com
2012,Q1,Chennai,Velachery,TotalTransactions,306,transactions,https://abc.com
2012,Q2,Chennai,Velachery,AvgPricePerSqft,5177,INR/sqft,https://abc.com
2012,Q2,Chennai,Velachery,TotalTransactions,314,transactions,https://abc.com
2012,Q3,Chennai,Velachery,AvgPricePerSqft,5294,INR/sqft,https://abc.com
2012,Q3,Chennai,Velachery,TotalTransactions,322,transactions,https://abc.com
2012,Q4,Chennai,Velachery,AvgPricePerSqft,5410,INR/sqft,https://abc.com
2012,Q4,Chennai,Velachery,TotalTransactions,329,transactions,https://abc.com
2013,Q1,Chennai,Velachery,AvgPricePerSqft,5527,INR/sqft,https://abc.com
2013,Q1,Chennai,Velachery,TotalTransactions,337,transactions,https://abc.com
2013,Q2,Chennai,Velachery,AvgPricePerSqft,5643,INR/sqft,https://abc.com
2013,Q2,Chennai,Velachery,TotalTransactions,345,transactions,https://abc.com
2013,Q3,Chennai,Velachery,AvgPricePerSqft,5759,INR/sqft,https://abc.com
2013,Q3,Chennai,Velachery,TotalTransactions,353,transactions,https://abc.com
2013,Q4,Chennai,Velachery,AvgPricePerSqft,5876,INR/sqft,https://abc.com
2013,Q4,Chennai,Velachery,TotalTransactions,360,transactions,https://abc.com
2014,Q1,Chennai,Velachery,AvgPricePerSqft,5992,INR/sqft,https://abc.com
2014,Q1,Chennai,Velachery,TotalTransactions,368,transactions,https://abc.com
2014,Q2,Chennai,Velachery,AvgPricePerSqft,6109,INR/sqft,https://abc.com
2014,Q2,Chennai,Velachery,TotalTransactions,376,transactions,https://abc.com
2014,Q3,Chennai,Velachery,AvgPricePerSqft,6225,INR/sqft,https://abc.com
2014,Q3,Chennai,Velachery,TotalTransactions,383,transactions,https://abc.com
2014,Q4,Chennai,Velachery,AvgPricePerSqft,6342,INR/sqft,https://abc.com
2014,Q4,Chennai,Velachery,TotalTransactions,391,transactions,https://abc.com
2015,Q1,Chennai,Velachery,AvgPricePerSqft,6458,INR/sqft,https://abc.com
2015,Q1,Chennai,Velachery,TotalTransactions,399,transactions,https://abc.com
2015,Q2,Chennai,Velachery,AvgPricePerSqft,6575,INR/sqft,https://abc.com
2015,Q2,Chennai,Velachery,TotalTransactions,407,transactions,https://abc.com
2015,Q3,Chennai,Velachery,AvgPricePerSqft,6691,INR/sqft,https://abc.com
2015,Q3,Chennai,Velachery,TotalTransactions,414,transactions,https://abc.com
2015,Q4,Chennai,Velachery,AvgPricePerSqft,6808,INR/sqft,https://abc.com
2015,Q4,Chennai,Velachery,TotalTransactions,422,transactions,https://abc.com
2016,Q1,Chennai,Velachery,AvgPricePerSqft,6924,INR/sqft,https://abc.com
2016,Q1,Chennai,Velachery,TotalTransactions,430,transactions,https://abc.com
2016,Q2,Chennai,Velachery,AvgPricePerSqft,7041,INR/sqft,https://abc.com
2016,Q2,Chennai,Velachery,TotalTransactions,437,transactions,https://abc.com
2016,Q3,Chennai,Velachery,AvgPricePerSqft,7157,INR/sqft,https://abc.com
2016,Q3,Chennai,Velachery,TotalTransactions,445,transactions,https://abc.com
2016,Q4,Chennai,Velachery,AvgPricePerSqft,7273,INR/sqft,https://abc.com
2016,Q4,Chennai,Velachery,TotalTransactions,453,transactions,https://abc.com
2017,Q1,Chennai,Velachery,AvgPricePerSqft,7390,INR/sqft,https://abc.com
2017,Q1,Chennai,Velachery,TotalTransactions,461,transactions,https://abc.com
2017,Q2,Chennai,Velachery,AvgPricePerSqft,7506,INR/sqft,https://abc.com
2017,Q2,Chennai,Velachery,TotalTransactions,468,transactions,https://abc.com
2017,Q3,Chennai,Velachery,AvgPricePerSqft,7623,INR/sqft,https://abc.com
2017,Q3,Chennai,Velachery,TotalTransactions,476,transactions,https://abc.com
2017,Q4,Chennai,Velachery,AvgPricePerSqft,7739,INR/sqft,https://abc.com
2017,Q4,Chennai,Velachery,TotalTransactions,484,transactions,https://abc.com
2018,Q1,Chennai,Velachery,AvgPricePerSqft,7856,INR/sqft,https://abc.com
2018,Q1,Chennai,Velachery,TotalTransactions,492,transactions,https://abc.com
2018,Q2,Chennai,Velachery,AvgPricePerSqft,7972,INR/sqft,https://abc.com
2018,Q2,Chennai,Velachery,TotalTransactions,499,transactions,https://abc.com
2018,Q3,Chennai,Velachery,AvgPricePerSqft,8089,INR/sqft,https://abc.com
2018,Q3,Chennai,Velachery,TotalTransactions,507,transactions,https://abc.com
2018,Q4,Chennai,Velachery,AvgPricePerSqft,8205,INR/sqft,https://abc.com
2018,Q4,Chennai,Velachery,TotalTransactions,515,transactions,https://abc.com
2019,Q1,Chennai,Velachery,AvgPricePerSqft,8322,INR/sqft,https://abc.com
2019,Q1,Chennai,Velachery,TotalTransactions,522,transactions,https://abc.com
2019,Q2,Chennai,Velachery,AvgPricePerSqft,8438,INR/sqft,https://abc.com
2019,Q2,Chennai,Velachery,TotalTransactions,530,transactions,https://abc.com
2019,Q3,Chennai,Velachery,AvgPricePerSqft,8554,INR/sqft,https://abc.com
2019,Q3,Chennai,Velachery,TotalTransactions,538,transactions,https://abc.com
2019,Q4,Chennai,Velachery,AvgPricePerSqft,8671,INR/sqft,https://abc.com
2019,Q4,Chennai,Velachery,TotalTransactions,546,transactions,https://abc.com
2020,Q1,Chennai,Velachery,AvgPricePerSqft,8787,INR/sqft,https://abc.com
2020,Q1,Chennai,Velachery,TotalTransactions,553,transactions,https://abc.com
2020,Q2,Chennai,Velachery,AvgPricePerSqft,8904,INR/sqft,https://abc.com
2020,Q2,Chennai,Velachery,TotalTransactions,561,transactions,https://abc.com
2020,Q3,Chennai,Velachery,AvgPricePerSqft,9020,INR/sqft,https://abc.com
2020,Q3,Chennai,Velachery,TotalTransactions,569,transactions,https://abc.com
2020,Q4,Chennai,Velachery,AvgPricePerSqft,9137,INR/sqft,https://abc.com
2020,Q4,Chennai,Velachery,TotalTransactions,576,transactions,https://abc.com
2021,Q1,Chennai,Velachery,AvgPricePerSqft,9253,INR/sqft,https://abc.com
2021,Q1,Chennai,Velachery,TotalTransactions,584,transactions,https://abc.com
2021,Q2,Chennai,Velachery,AvgPricePerSqft,9370,INR/sqft,https://abc.com
2021,Q2,Chennai,Velachery,TotalTransactions,592,transactions,https://abc.com
2021,Q3,Chennai,Velachery,AvgPricePerSqft,9486,INR/sqft,https://abc.com
2021,Q3,Chennai,Velachery,TotalTransactions,600,transactions,https://abc.com
2021,Q4,Chennai,Velachery,AvgPricePerSqft,9603,INR/sqft,https://abc.com
2021,Q4,Chennai,Velachery,TotalTransactions,607,transactions,https://abc.com
2022,Q1,Chennai,Velachery,AvgPricePerSqft,9719,INR/sqft,https://abc.com
2022,Q1,Chennai,Velachery,TotalTransactions,615,transactions,https://abc.com
2022,Q2,Chennai,Velachery,AvgPricePerSqft,9835,INR/sqft,https://abc.com
2022,Q2,Chennai,Velachery,TotalTransactions,623,transactions,https://abc.com
2022,Q3,Chennai,Velachery,AvgPricePerSqft,9952,INR/sqft,https://abc.com
2022,Q3,Chennai,Velachery,TotalTransactions,631,transactions,https://abc.com
2022,Q4,Chennai,Velachery,AvgPricePerSqft,10068,INR/sqft,https://abc.com
2022,Q4,Chennai,Velachery,TotalTransactions,638,transactions,https://abc.com
2023,Q1,Chennai,Velachery,AvgPricePerSqft,10185,INR/sqft,https://abc.com
2023,Q1,Chennai,Velachery,TotalTransactions,646,transactions,https://abc.com
2023,Q2,Chennai,Velachery,AvgPricePerSqft,10301,INR/sqft,https://abc.com
2023,Q2,Chennai,Velachery,TotalTransactions,654,transactions,https://abc.com
2023,Q3,Chennai,Velachery,AvgPricePerSqft,10418,INR/sqft,https://abc.com
2023,Q3,Chennai,Velachery,TotalTransactions,661,transactions,https://abc.com
2023,Q4,Chennai,Velachery,AvgPricePerSqft,10534,INR/sqft,https://abc.com
2023,Q4,Chennai,Velachery,TotalTransactions,669,transactions,https://abc.com
2024,Q1,Chennai,Velachery,AvgPricePerSqft,10651,INR/sqft,https://abc.com
2024,Q1,Chennai,Velachery,TotalTransactions,677,transactions,https://abc.com
2024,Q2,Chennai,Velachery,AvgPricePerSqft,10767,INR/sqft,https://abc.com
2024,Q2,Chennai,Velachery,TotalTransactions,685,transactions,https://abc.com
2024,Q3,Chennai,Velachery,AvgPricePerSqft,10884,INR/sqft,https://abc.com
2024,Q3,Chennai,Velachery,TotalTransactions,692,transactions,https://abc.com
2024,Q4,Chennai,Velachery,AvgPricePerSqft,11000,INR/sqft,https://abc.com
2024,Q4,Chennai,Velachery,TotalTransactions,700,transactions,https://abc.com
2005,Q1,Bangalore,Whitefield,AvgPricePerSqft,2100,INR/sqft,https://abc.com
2005,Q1,Bangalore,Whitefield,TotalTransactions,100,transactions,https://abc.com
2005,Q2,Bangalore,Whitefield,AvgPricePerSqft,2251,INR/sqft,https://abc.com
2005,Q2,Bangalore,Whitefield,TotalTransactions,109,transactions,https://abc.com
2005,Q3,Bangalore,Whitefield,AvgPricePerSqft,2401,INR/sqft,https://abc.com
2005,Q3,Bangalore,Whitefield,TotalTransactions,118,transactions,https://abc.com
2005,Q4,Bangalore,Whitefield,AvgPricePerSqft,2552,INR/sqft,https://abc.com
2005,Q4,Bangalore,Whitefield,TotalTransactions,127,transactions,https://abc.com
2006,Q1,Bangalore,Whitefield,AvgPricePerSqft,2703,INR/sqft,https://abc.com
2006,Q1,Bangalore,Whitefield,TotalTransactions,135,transactions,https://abc.com
2006,Q2,Bangalore,Whitefield,AvgPricePerSqft,2853,INR/sqft,https://abc.com
2006,Q2,Bangalore,Whitefield,TotalTransactions,144,transactions,https://abc.com
2006,Q3,Bangalore,Whitefield,AvgPricePerSqft,3004,INR/sqft,https://abc.com
2006,Q3,Bangalore,Whitefield,TotalTransactions,153,transactions,https://abc.com
2006,Q4,Bangalore,Whitefield,AvgPricePerSqft,3154,INR/sqft,https://abc.com
2006,Q4,Bangalore,Whitefield,TotalTransactions,162,transactions,https://abc.com
2007,Q1,Bangalore,Whitefield,AvgPricePerSqft,3305,INR/sqft,https://abc.com
2007,Q1,Bangalore,Whitefield,TotalTransactions,171,transactions,https://abc.com
2007,Q2,Bangalore,Whitefield,AvgPricePerSqft,3456,INR/sqft,https://abc.com
2007,Q2,Bangalore,Whitefield,TotalTransactions,180,transactions,https://abc.com
2007,Q3,Bangalore,Whitefield,AvgPricePerSqft,3606,INR/sqft,https://abc.com
2007,Q3,Bangalore,Whitefield,TotalTransactions,189,transactions,https://abc.com
2007,Q4,Bangalore,Whitefield,AvgPricePerSqft,3757,INR/sqft,https://abc.com
2007,Q4,Bangalore,Whitefield,TotalTransactions,197,transactions,https://abc.com
2008,Q1,Bangalore,Whitefield,AvgPricePerSqft,3908,INR/sqft,https://abc.com
2008,Q1,Bangalore,Whitefield,TotalTransactions,206,transactions,https://abc.com
2008,Q2,Bangalore,Whitefield,AvgPricePerSqft,4058,INR/sqft,https://abc.com
2008,Q2,Bangalore,Whitefield,TotalTransactions,215,transactions,https://abc.com
2008,Q3,Bangalore,Whitefield,AvgPricePerSqft,4209,INR/sqft,https://abc.com
2008,Q3,Bangalore,Whitefield,TotalTransactions,224,transactions,https://abc.com
2008,Q4,Bangalore,Whitefield,AvgPricePerSqft,4359,INR/sqft,https://abc.com
2008,Q4,Bangalore,Whitefield,TotalTransactions,233,transactions,https://abc.com
2009,Q1,Bangalore,Whitefield,AvgPricePerSqft,4510,INR/sqft,https://abc.com
2009,Q1,Bangalore,Whitefield,TotalTransactions,242,transactions,https://abc.com
2009,Q2,Bangalore,Whitefield,AvgPricePerSqft,4661,INR/sqft,https://abc.com
2009,Q2,Bangalore,Whitefield,TotalTransactions,251,transactions,https://abc.com
2009,Q3,Bangalore,Whitefield,AvgPricePerSqft,4811,INR/sqft,https://abc.com
2009,Q3,Bangalore,Whitefield,TotalTransactions,259,transactions,https://abc.com
2009,Q4,Bangalore,Whitefield,AvgPricePerSqft,4962,INR/sqft,https://abc.com
2009,Q4,Bangalore,Whitefield,TotalTransactions,268,transactions,https://abc.com
2010,Q1,Bangalore,Whitefield,AvgPricePerSqft,5113,INR/sqft,https://abc.com
2010,Q1,Bangalore,Whitefield,TotalTransactions,277,transactions,https://abc.com
2010,Q2,Bangalore,Whitefield,AvgPricePerSqft,5263,INR/sqft,https://abc.com
2010,Q2,Bangalore,Whitefield,TotalTransactions,286,transactions,https://abc.com
2010,Q3,Bangalore,Whitefield,AvgPricePerSqft,5414,INR/sqft,https://abc.com
2010,Q3,Bangalore,Whitefield,TotalTransactions,295,transactions,https://abc.com
2010,Q4,Bangalore,Whitefield,AvgPricePerSqft,5565,INR/sqft,https://abc.com
2010,Q4,Bangalore,Whitefield,TotalTransactions,304,transactions,https://abc.com
2011,Q1,Bangalore,Whitefield,AvgPricePerSqft,5715,INR/sqft,https://abc.com
2011,Q1,Bangalore,Whitefield,TotalTransactions,313,transactions,https://abc.com
2011,Q2,Bangalore,Whitefield,AvgPricePerSqft,5866,INR/sqft,https://abc.com
2011,Q2,Bangalore,Whitefield,TotalTransactions,322,transactions,https://abc.com
2011,Q3,Bangalore,Whitefield,AvgPricePerSqft,6016,INR/sqft,https://abc.com
2011,Q3,Bangalore,Whitefield,TotalTransactions,330,transactions,https://abc.com
2011,Q4,Bangalore,Whitefield,AvgPricePerSqft,6167,INR/sqft,https://abc.com
2011,Q4,Bangalore,Whitefield,TotalTransactions,339,transactions,https://abc.com
2012,Q1,Bangalore,Whitefield,AvgPricePerSqft,6318,INR/sqft,https://abc.com
2012,Q1,Bangalore,Whitefield,TotalTransactions,348,transactions,https://abc.com
2012,Q2,Bangalore,Whitefield,AvgPricePerSqft,6468,INR/sqft,https://abc.com
2012,Q2,Bangalore,Whitefield,TotalTransactions,357,transactions,https://abc.com
2012,Q3,Bangalore,Whitefield,AvgPricePerSqft,6619,INR/sqft,https://abc.com
2012,Q3,Bangalore,Whitefield,TotalTransactions,366,transactions,https://abc.com
2012,Q4,Bangalore,Whitefield,AvgPricePerSqft,6770,INR/sqft,https://abc.com
2012,Q4,Bangalore,Whitefield,TotalTransactions,375,transactions,https://abc.com
2013,Q1,Bangalore,Whitefield,AvgPricePerSqft,6920,INR/sqft,https://abc.com
2013,Q1,Bangalore,Whitefield,TotalTransactions,384,transactions,https://abc.com
2013,Q2,Bangalore,Whitefield,AvgPricePerSqft,7071,INR/sqft,https://abc.com
2013,Q2,Bangalore,Whitefield,TotalTransactions,392,transactions,https://abc.com
2013,Q3,Bangalore,Whitefield,AvgPricePerSqft,7222,INR/sqft,https://abc.com
2013,Q3,Bangalore,Whitefield,TotalTransactions,401,transactions,https://abc.com
2013,Q4,Bangalore,Whitefield,AvgPricePerSqft,7372,INR/sqft,https://abc.com
2013,Q4,Bangalore,Whitefield,TotalTransactions,410,transactions,https://abc.com
2014,Q1,Bangalore,Whitefield,AvgPricePerSqft,7523,INR/sqft,https://abc.com
2014,Q1,Bangalore,Whitefield,TotalTransactions,419,transactions,https://abc.com
2014,Q2,Bangalore,Whitefield,AvgPricePerSqft,7673,INR/sqft,https://abc.com
2014,Q2,Bangalore,Whitefield,TotalTransactions,428,transactions,https://abc.com
2014,Q3,Bangalore,Whitefield,AvgPricePerSqft,7824,INR/sqft,https://abc.com
2014,Q3,Bangalore,Whitefield,TotalTransactions,437,transactions,https://abc.com
2014,Q4,Bangalore,Whitefield,AvgPricePerSqft,7975,INR/sqft,https://abc.com
2014,Q4,Bangalore,Whitefield,TotalTransactions,446,transactions,https://abc.com
2015,Q1,Bangalore,Whitefield,AvgPricePerSqft,8125,INR/sqft,https://abc.com
2015,Q1,Bangalore,Whitefield,TotalTransactions,454,transactions,https://abc.com
2015,Q2,Bangalore,Whitefield,AvgPricePerSqft,8276,INR/sqft,https://abc.com
2015,Q2,Bangalore,Whitefield,TotalTransactions,463,transactions,https://abc.com
2015,Q3,Bangalore,Whitefield,AvgPricePerSqft,8427,INR/sqft,https://abc.com
2015,Q3,Bangalore,Whitefield,TotalTransactions,472,transactions,https://abc.com
2015,Q4,Bangalore,Whitefield,AvgPricePerSqft,8577,INR/sqft,https://abc.com
2015,Q4,Bangalore,Whitefield,TotalTransactions,481,transactions,https://abc.com
2016,Q1,Bangalore,Whitefield,AvgPricePerSqft,8728,INR/sqft,https://abc.com
2016,Q1,Bangalore,Whitefield,TotalTransactions,490,transactions,https://abc.com
2016,Q2,Bangalore,Whitefield,AvgPricePerSqft,8878,INR/sqft,https://abc.com
2016,Q2,Bangalore,Whitefield,TotalTransactions,499,transactions,https://abc.com
2016,Q3,Bangalore,Whitefield,AvgPricePerSqft,9029,INR/sqft,https://abc.com
2016,Q3,Bangalore,Whitefield,TotalTransactions,508,transactions,https://abc.com
2016,Q4,Bangalore,Whitefield,AvgPricePerSqft,9180,INR/sqft,https://abc.com
2016,Q4,Bangalore,Whitefield,TotalTransactions,516,transactions,https://abc.com
2017,Q1,Bangalore,Whitefield,AvgPricePerSqft,9330,INR/sqft,https://abc.com
2017,Q1,Bangalore,Whitefield,TotalTransactions,525,transactions,https://abc.com
2017,Q2,Bangalore,Whitefield,AvgPricePerSqft,9481,INR/sqft,https://abc.com
2017,Q2,Bangalore,Whitefield,TotalTransactions,534,transactions,https://abc.com
2017,Q3,Bangalore,Whitefield,AvgPricePerSqft,9632,INR/sqft,https://abc.com
2017,Q3,Bangalore,Whitefield,TotalTransactions,543,transactions,https://abc.com
2017,Q4,Bangalore,Whitefield,AvgPricePerSqft,9782,INR/sqft,https://abc.com
2017,Q4,Bangalore,Whitefield,TotalTransactions,552,transactions,https://abc.com
2018,Q1,Bangalore,Whitefield,AvgPricePerSqft,9933,INR/sqft,https://abc.com
2018,Q1,Bangalore,Whitefield,TotalTransactions,561,transactions,https://abc.com
2018,Q2,Bangalore,Whitefield,AvgPricePerSqft,10084,INR/sqft,https://abc.com
2018,Q2,Bangalore,Whitefield,TotalTransactions,570,transactions,https://abc.com
2018,Q3,Bangalore,Whitefield,AvgPricePerSqft,10234,INR/sqft,https://abc.com
2018,Q3,Bangalore,Whitefield,TotalTransactions,578,transactions,https://abc.com
2018,Q4,Bangalore,Whitefield,AvgPricePerSqft,10385,INR/sqft,https://abc.com
2018,Q4,Bangalore,Whitefield,TotalTransactions,587,transactions,https://abc.com
2019,Q1,Bangalore,Whitefield,AvgPricePerSqft,10535,INR/sqft,https://abc.com
2019,Q1,Bangalore,Whitefield,TotalTransactions,596,transactions,https://abc.com
2019,Q2,Bangalore,Whitefield,AvgPricePerSqft,10686,INR/sqft,https://abc.com
2019,Q2,Bangalore,Whitefield,TotalTransactions,605,transactions,https://abc.com
2019,Q3,Bangalore,Whitefield,AvgPricePerSqft,10837,INR/sqft,https://abc.com
2019,Q3,Bangalore,Whitefield,TotalTransactions,614,transactions,https://abc.com
2019,Q4,Bangalore,Whitefield,AvgPricePerSqft,10987,INR/sqft,https://abc.com
2019,Q4,Bangalore,Whitefield,TotalTransactions,623,transactions,https://abc.com
2020,Q1,Bangalore,Whitefield,AvgPricePerSqft,11138,INR/sqft,https://abc.com
2020,Q1,Bangalore,Whitefield,TotalTransactions,632,transactions,https://abc.com
2020,Q2,Bangalore,Whitefield,AvgPricePerSqft,11289,INR/sqft,https://abc.com
2020,Q2,Bangalore,Whitefield,TotalTransactions,641,transactions,https://abc.com
2020,Q3,Bangalore,Whitefield,AvgPricePerSqft,11439,INR/sqft,https://abc.com
2020,Q3,Bangalore,Whitefield,TotalTransactions,649,transactions,https://abc.com
2020,Q4,Bangalore,Whitefield,AvgPricePerSqft,11590,INR/sqft,https://abc.com
2020,Q4,Bangalore,Whitefield,TotalTransactions,658,transactions,https://abc.com
2021,Q1,Bangalore,Whitefield,AvgPricePerSqft,11741,INR/sqft,https://abc.com
2021,Q1,Bangalore,Whitefield,TotalTransactions,667,transactions,https://abc.com
2021,Q2,Bangalore,Whitefield,AvgPricePerSqft,11891,INR/sqft,https://abc.com
2021,Q2,Bangalore,Whitefield,TotalTransactions,676,transactions,https://abc.com
2021,Q3,Bangalore,Whitefield,AvgPricePerSqft,12042,INR/sqft,https://abc.com
2021,Q3,Bangalore,Whitefield,TotalTransactions,685,transactions,https://abc.com
2021,Q4,Bangalore,Whitefield,AvgPricePerSqft,12192,INR/sqft,https://abc.com
2021,Q4,Bangalore,Whitefield,TotalTransactions,694,transactions,https://abc.com
2022,Q1,Bangalore,Whitefield,AvgPricePerSqft,12343,INR/sqft,https://abc.com
2022,Q1,Bangalore,Whitefield,TotalTransactions,703,transactions,https://abc.com
2022,Q2,Bangalore,Whitefield,AvgPricePerSqft,12494,INR/sqft,https://abc.com
2022,Q2,Bangalore,Whitefield,TotalTransactions,711,transactions,https://abc.com
2022,Q3,Bangalore,Whitefield,AvgPricePerSqft,12644,INR/sqft,https://abc.com
2022,Q3,Bangalore,Whitefield,TotalTransactions,720,transactions,https://abc.com
2022,Q4,Bangalore,Whitefield,AvgPricePerSqft,12795,INR/sqft,https://abc.com
2022,Q4,Bangalore,Whitefield,TotalTransactions,729,transactions,https://abc.com
2023,Q1,Bangalore,Whitefield,AvgPricePerSqft,12946,INR/sqft,https://abc.com
2023,Q1,Bangalore,Whitefield,TotalTransactions,738,transactions,https://abc.com
2023,Q2,Bangalore,Whitefield,AvgPricePerSqft,13096,INR/sqft,https://abc.com
2023,Q2,Bangalore,Whitefield,TotalTransactions,747,transactions,https://abc.com
2023,Q3,Bangalore,Whitefield,AvgPricePerSqft,13247,INR/sqft,https://abc.com
2023,Q3,Bangalore,Whitefield,TotalTransactions,756,transactions,https://abc.com
2023,Q4,Bangalore,Whitefield,AvgPricePerSqft,13397,INR/sqft,https://abc.com
2023,Q4,Bangalore,Whitefield,TotalTransactions,765,transactions,https://abc.com
2024,Q1,Bangalore,Whitefield,AvgPricePerSqft,13548,INR/sqft,https://abc.com
2024,Q1,Bangalore,Whitefield,TotalTransactions,773,transactions,https://abc.com
2024,Q2,Bangalore,Whitefield,AvgPricePerSqft,13699,INR/sqft,https://abc.com
2024,Q2,Bangalore,Whitefield,TotalTransactions,782,transactions,https://abc.com
2024,Q3,Bangalore,Whitefield,AvgPricePerSqft,13849,INR/sqft,https://abc.com
2024,Q3,Bangalore,Whitefield,TotalTransactions,791,transactions,https://abc.com
2024,Q4,Bangalore,Whitefield,AvgPricePerSqft,14000,INR/sqft,https://abc.com
2024,Q4,Bangalore,Whitefield,TotalTransactions,800,transactions,https://abc.com
2005,Q1,Bangalore,Indiranagar,AvgPricePerSqft,3200,INR/sqft,https://abc.com
2005,Q1,Bangalore,Indiranagar,TotalTransactions,130,transactions,https://abc.com
2005,Q2,Bangalore,Indiranagar,AvgPricePerSqft,3349,INR/sqft,https://abc.com
2005,Q2,Bangalore,Indiranagar,TotalTransactions,139,transactions,https://abc.com
2005,Q3,Bangalore,Indiranagar,AvgPricePerSqft,3499,INR/sqft,https://abc.com
2005,Q3,Bangalore,Indiranagar,TotalTransactions,148,transactions,https://abc.com
2005,Q4,Bangalore,Indiranagar,AvgPricePerSqft,3648,INR/sqft,https://abc.com
2005,Q4,Bangalore,Indiranagar,TotalTransactions,157,transactions,https://abc.com
